,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,locality,neworold,ownership,price,pricepersquare,status
145,5 - 6 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Shopping Mall,School,Hospital,ATM,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection","Children's play area,Club House,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Wifi,BED","1,550 sq ft",1,3,3 BHK Apartment ,"1, ",Erandwane,Resale,Freehold,21500000,"₹ 13,870/ sq ft ","Ready to move,Unfurnished"
150,1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,032 sq ft",2,2,2 BHK Apartment ,"1, ",Undri,New,Freehold,4437600,"₹ 4,300/ sq ft ",Ready to move
151,1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Wifi,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","4,000 sq ft",,5,4 BHK Apartment ,"16, ",Bopodi,New,Freehold,75000000,"₹ 18,750/ sq ft ",Ready to move
152,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Landscaped Gardens,Wifi,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,206 sq ft",,2,2 BHK Apartment ,"2, ",Baner,Resale,Freehold,8800000,"₹ 7,296/ sq ft ","Ready to move,Semi-Furnished"
153,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Indoor Games,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,425 sq ft",3,3,3 BHK Apartment ,"1, ",Mahalunge,New,Freehold,8833575,"₹ 6,199/ sq ft ",Ready to move
154,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Gas connection","Swimming Pool,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,225 sq ft",2,2,2 BHK Apartment ,"1, ",Hinjewadi,New,Freehold,5892000,"₹ 4,809/ sq ft ",Ready to move
155,2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi,Gas connection","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,050 sq ft",,2,2 BHK Apartment ,"7, ",Bavdhan,Resale,Freehold,7500000,"₹ 7,142/ sq ft ","Ready to move,Semi-Furnished"
156,2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,AC,Wifi,Microwave","Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","3,690 sq ft",1,4,4 BHK Apartment ,"12, ",Baner,New,Freehold,45000000,"₹ 12,195/ sq ft ",Ready to move
157,0 - 1 year,"Lift Available,Car Parking,Power Backup,Children's play area,Club House,Gymnasium,Indoor Games,Jogging Track,Staff Quarter,Landscaped Gardens","24 X 7 Security,Swimming Pool,Sports Facility","1,070 sq ft",2,2,2 BHK Apartment ,"1, ",Mahalunge,New,Freehold,6632930,"₹ 6,199/ sq ft ",Ready to move
159,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,730 sq ft",1,3,3 BHK Apartment ,"2, ",Prabhat Road,Resale,Freehold,27200000,"₹ 15,722/ sq ft ","Ready to move,Unfurnished"
160,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Gas connection","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,600 sq ft",1,3,3 BHK Apartment ,"1, ",Prabhat Road,Resale,Freehold,24200000,"₹ 15,125/ sq ft ","Ready to move,Unfurnished"
161,1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Cafeteria,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,070 sq ft",,2,2 BHK Apartment ,"3, ",Balewadi,Resale,Freehold,7000000,"₹ 6,542/ sq ft ","Ready to move,Semi-Furnished"
162,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Gas connection","Swimming Pool,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,221 sq ft",2,2,2 BHK Apartment ,"3, ",Hinjewadi,New,Freehold,6159000,"₹ 5,044/ sq ft ",Ready to move
166,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,995 sq ft",1,3,4 BHK Apartment ,"2, ",Prabhat Road,Resale,Freehold,32000000,"₹ 16,040/ sq ft ","Ready to move,Unfurnished"
167,7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,700 sq ft",2,3,3 BHK Apartment ,"3, ",Erandwane,Resale,Freehold,21000000,"₹ 12,352/ sq ft ","Ready to move,Furnished"
168,15 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,300 sq ft",1,2,2 BHK Apartment ,"3, ",Fergusson College Road,Resale,Freehold,18500000,"₹ 14,230/ sq ft ","Ready to move,Unfurnished"
169,1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,262 sq ft",3,3,3 BHK Apartment ,"2, ",Undri,New,Freehold,5426600,"₹ 4,300/ sq ft ",Ready to move
170,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,596 sq ft",,3,3 BHK Apartment ,1,Pimpri,New,Freehold,9177000,"₹ 5,750/ sq ft ",Ready to move
171,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,900 sq ft",2,3,3 BHK Apartment ,"5, ",Bhandarkar Road,Resale,Freehold,31900000,"₹ 16,789/ sq ft ","Ready to move,Unfurnished"
172,17 - 18 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,655 sq ft",1,3,3 BHK Apartment ,"2, ",Model Colony,Resale,Freehold,22900000,"₹ 13,836/ sq ft ","Ready to move,Unfurnished"
173,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Gas connection","Swimming Pool,Sports Facility,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,BED","1,182 sq ft",2,2,2 BHK Apartment ,"4, ",Hinjewadi,New,Freehold,5721000,"₹ 4,840/ sq ft ",Ready to move
174,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,600 sq ft",1,3,3 BHK Apartment ,"4, ",Law collage Road,Resale,Freehold,25900000,"₹ 16,187/ sq ft ","Ready to move,Unfurnished"
175,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Wifi","1,500 sq ft",1,3,3 BHK Apartment ,"2, ",Deccan Gymkhana,Resale,Freehold,18500000,"₹ 12,333/ sq ft ","Ready to move,Semi-Furnished"
176,17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Swimming Pool,Wardrobe,Sofa,BED","Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Wifi,Dining Table,Gas connection","1,100 sq ft",1,2,2 BHK Apartment ,"2, ",Prabhat Road,Resale,Freehold,14000000,"₹ 12,727/ sq ft ","Ready to move,Semi-Furnished"
177,8 - 9 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Indoor Games,Jogging Track,Golf Course,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,AC,Wardrobe,Refrigerator,Sofa,Dining Table,Gas connection,BED","Children's play area,Swimming Pool,Sports Facility,TV,Wifi","1,750 sq ft",2,3,3 BHK Apartment ,"2, ",Law collage Road,Resale,Freehold,18500000,"₹ 10,571/ sq ft ","Ready to move,Unfurnished"
178,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Microwave,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Wifi","1,750 sq ft",1,3,3 BHK Apartment ,"2, ",Prabhat Road,Resale,Freehold,28500000,"₹ 16,285/ sq ft ","Ready to move,Unfurnished"
184,9 - 10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Wifi","1,500 sq ft",2,3,3 BHK Apartment ,"2, ",Law collage Road,Resale,Freehold,19000000,"₹ 12,666/ sq ft ","Ready to move,Semi-Furnished"
192,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,200 sq ft",,2,3 BHK Apartment ,"5, ",Prabhat Road,New,Freehold,16000000,"₹ 13,333/ sq ft ",Ready to move
198,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Microwave,Dining Table,Gas connection,BED",Sports Facility,"3,864 sq ft",2,5,4 BHK Apartment ,"1, ",Shivaji Nagar,New,Co-Operative Society,62400000,"₹ 16,149/ sq ft ",Ready to move
199,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,"3,870 sq ft",2,5,4 BHK Apartment ,"8, ",Shivaji Nagar,New,Co-Operative Society,61920000,"₹ 16,000/ sq ft ",Ready to move
200,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility","1,600 sq ft",1,3,3 BHK Apartment ,"1, ",Model Colony,Resale,Freehold,21500000,"₹ 13,437/ sq ft ","Ready to move,Semi-Furnished"
201,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track","1,015 sq ft",2,2,2 BHK Apartment ,"2, ",Mundhwa,New,Freehold,4720765,"₹ 4,651/ sq ft ",Ready to move
202,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Sports Facility,Landscaped Gardens",655 sq ft,,2,2 BHK Apartment ,1,Baner,New,Freehold,3766250,"₹ 5,750/ sq ft ",Ready to move
203,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Sports Facility,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Children's play area,Club House,Gymnasium,Swimming Pool,Wifi","1,000 sq ft",1,2,2 BHK Apartment ,"2, ",Senapati Bapat Road,New,Freehold,11500000,"₹ 11,500/ sq ft ",Ready to move
204,10 - 11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Maintenance Staff,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Wifi,Dining Table,Gas connection,BED",Jogging Track,"1,700 sq ft",2,3,4 BHK Apartment ,"3, ",Erandwane,Resale,Freehold,24100000,"₹ 14,176/ sq ft ","Ready to move,Semi-Furnished"
205,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,ATM","Sports Facility,Landscaped Gardens",776 sq ft,,2,2 BHK Apartment ,1,Baner,New,Freehold,5000000,"₹ 6,443/ sq ft ",Ready to move
209,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi,Gas connection","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,BED","1,405 sq ft",2,2,2 BHK Apartment ,"5, ",Baner,New,Freehold,9500000,"₹ 6,761/ sq ft ",Ready to move
210,0 - 1 year,"Lift Available,Car Parking,Power Backup,Club House,Gymnasium,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens","24 X 7 Security,Children's play area,Swimming Pool,Sports Facility",776 sq ft,2,2,2 BHK Apartment ,"1, ",Mahalunge,New,Freehold,4810424,"₹ 6,199/ sq ft ",Ready to move
211,0 - 1 year,"Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Swimming Pool,Sports Facility","1,018 sq ft",3,3,3 BHK Apartment ,"1, ",Mahalunge,New,Freehold,6310582,"₹ 6,199/ sq ft ",Ready to move
212,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,660 sq ft",1,3,3 BHK Apartment ,"2, ",Prabhat Road,Resale,Freehold,28900000,"₹ 17,409/ sq ft ","Ready to move,Unfurnished"
213,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens,Wifi","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED","2,464 sq ft",3,4,4 BHK Apartment ,"3, ",Senapati Bapat Road,Resale,Freehold,30000000,"₹ 12,175/ sq ft ","Ready to move,Semi-Furnished"
220,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Rain Water Harvesting,Staff Quarter","Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,361 sq ft",3,3,3 BHK Apartment ,"1, ",Mahalunge,New,Freehold,8436839,"₹ 6,199/ sq ft ",Ready to move
221,19 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Swimming Pool","Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens","1,710 sq ft",1,3,3 BHK Apartment ,"4, ",Erandwane,New,Freehold,26000000,"₹ 15,204/ sq ft ",Ready to move
222,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track","1,490 sq ft",1,3,3 BHK Apartment ,"2, ",Prabhat Road,Resale,Freehold,21200000,"₹ 14,228/ sq ft ","Ready to move,Unfurnished"
223,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,721 sq ft,,1,1 BHK Apartment ,1,Pimpri,New,Freehold,4145750,"₹ 5,750/ sq ft ",Ready to move
226,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,ATM","Sports Facility,Landscaped Gardens",450 sq ft,,1,1 BHK Apartment ,1,Baner,New,Freehold,4000000,"₹ 8,888/ sq ft ",Ready to move
227,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,ATM","Sports Facility,Landscaped Gardens","1,080 sq ft",,3,3 BHK Apartment ,1,Baner,New,Freehold,9000000,"₹ 8,333/ sq ft ",Ready to move
228,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,026 sq ft",,2,2 BHK Apartment ,1,Manjari,New,Freehold,4770900,"₹ 4,650/ sq ft ",Ready to move
229,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,596 sq ft",,3,3 BHK Apartment ,1,Pimpri,New,Freehold,9177000,"₹ 5,750/ sq ft ",Ready to move
230,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,330 sq ft",,2,2 BHK Apartment ,1,Hinjewadi,New,Freehold,7182000,"₹ 5,400/ sq ft ",Ready to move
231,1 - 2 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,460 sq ft",,3,3 BHK Apartment ,1,Hinjewadi,New,Freehold,8614000,"₹ 5,900/ sq ft ",Ready to move
232,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,"1,426 sq ft",,3,3 BHK Apartment ,1,Manjari,New,Freehold,6630900,"₹ 4,650/ sq ft ",Ready to move
239,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track","1,015 sq ft",2,2,2 BHK Apartment ,"1, ",Mundhwa,New,Freehold,4720765,"₹ 4,651/ sq ft ",Ready to move
