age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,floor,place,neworold,ownership,price,price_per_sq,status
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,1426,2,3,3 BHK Apartment ,1,Manjari,New,Freehold,6630900,4650,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Sports Facility,1026,2,2,2 BHK Apartment ,1,Manjari,New,Freehold,4770900,4650,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Indoor Games,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility,Jogging Track",676,1,1,1 BHK Apartment ,2,Mundhwa,New,Freehold,3144076,4651,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",1820,2,3,3 BHK Apartment ,1,Kharadi,New,Freehold,10829000,5950,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens",Sports Facility,1966,2,3,3 BHK Apartment ,1,Baner,New,Freehold,12385800,6300,Ready to move
0,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Rain Water Harvesting,Landscaped Gardens","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",1018,1,2,2 BHK Apartment ,8,Kothrud,New,Co-Operative Society,13900000,13654,Ready to move
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",941,2,2,2 BHK Apartment ,1,Viman Nagar,New,Freehold,7300000,7757,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting","Sports Facility,Landscaped Gardens",956,2,2,2 BHK Apartment ,1,Bavdhan,New,Freehold,5736000,6000,Ready to move
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Multipurpose Room","Sports Facility,Landscaped Gardens",1168,2,3,3 BHK Apartment ,1,Viman Nagar,New,Freehold,9200000,7876,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1460,2,3,3 BHK Apartment ,1,Hinjewadi,New,Freehold,8614000,5900,Ready to move
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",1060,2,2,2 BHK Apartment ,5,Undri,New,Co-Operative Society,4664000,4400,Ready to move
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",1130,2,2,2 BHK Apartment ,2,Pashan,New,Co-Operative Society,8000000,7079,Ready to move
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",1775,2,3,3 BHK Apartment ,4,Kalyani Nagar,Resale,Freehold,14500000,8169,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",1200,2,2,2 BHK Apartment ,4,Wadgaon Sheri,Resale,Freehold,8000000,6666,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1250,2,2,2 BHK Apartment ,2,Wadgaon Sheri,Resale,Freehold,8000000,6400,Semi-Furnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens",1550,2,3,3 BHK Apartment ,1,Kalyani Nagar,Resale,Freehold,12000000,7741,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1150,2,2,2 BHK Apartment ,1,Kalyani Nagar,Resale,Freehold,10200000,8869,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,1775,2,3,3 BHK Apartment ,4,Wadgaon Sheri,Resale,Freehold,14500000,8169,Semi-Furnished
3,"Wardrobe,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,AC,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection",2200,2,3,3 BHK Villa ,1,Wagholi,Resale,Freehold,11500000,5227,Semi-Furnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens","Children's play area,Sports Facility",1450,2,3,3 BHK Apartment ,6,NIBM Annex Mohammadwadi,Resale,Freehold,8300000,5724,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",5000,2,4,4 BHK Villa ,0,NIBM Annex Mohammadwadi,Resale,Freehold,30000000,6000,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens",Sports Facility,900,2,2,2 BHK Apartment ,3,Undri,Resale,Freehold,4500000,5000,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",1400,2,2,2 BHK Apartment ,4,NIBM,New,Co-Operative Society,5500000,3928,Ready to move
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",1600,2,3,3 BHK Apartment ,4,NIBM,New,Co-Operative Society,6000000,3750,Ready to move
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens",2660,2,4,4 BHK Apartment ,5,NIBM,New,Co-Operative Society,11500000,4323,Ready to move
26,24 X 7 Security,"Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",550,1,1,1 BHK Apartment ,1,Aundh,Resale,Co-Operative Society,6000000,10909,Unfurnished
3,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility",1250,2,2,2 BHK Apartment ,2,Wadgaon Sheri,Resale,Freehold,8000000,6400,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1100,2,2,2 BHK Apartment ,4,Kalyani Nagar,Resale,Freehold,11000000,10000,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1450,2,3,3 BHK Apartment ,5,Kalyani Nagar,Resale,Freehold,14000000,9655,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Swimming Pool,Jogging Track","Children's play area,Gymnasium,Sports Facility,Landscaped Gardens",1050,2,2,2 BHK Apartment ,5,Wadgaon Sheri,Resale,Freehold,7800000,7428,Unfurnished
11,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,1015,2,2,2 BHK Apartment ,4,Kalyani Nagar,Resale,Freehold,11000000,10837,Unfurnished
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",3672,2,4,4 BHK Apartment ,4,Baner,New,Freehold,45000000,12254,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",3600,2,4,4 BHK Apartment ,5,Baner,New,Freehold,40000000,11111,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",3600,2,4,4 BHK Apartment ,8,Balewadi,New,Freehold,40000000,11111,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2600,2,4,4 BHK Apartment ,1,Balewadi,New,Freehold,28000000,10769,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2200,2,3,3 BHK Apartment ,6,Aundh,New,Freehold,24000000,10909,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2010,2,3,2 BHK Apartment ,6,Baner,New,Freehold,20100000,10000,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2210,2,3,3 BHK Apartment ,6,Aundh,New,Freehold,24000000,10859,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",3672,2,4,4 BHK Apartment ,6,Balewadi,New,Freehold,47700000,12990,Ready to move
0,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2660,2,4,4 BHK Apartment ,5,Balewadi,New,Freehold,28000000,10526,Ready to move
6,"AC,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Microwave,Dining Table,Gas connection,BED","Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wifi",2500,2,4,4 BHK Apartment ,2,Wakad,Resale,Freehold,25000000,10000,Furnished
1,AC,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",2800,2,4,4 BHK Apartment ,3,Bavdhan,New,Freehold,22000000,7857,Ready to move
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Swimming Pool,Jogging Track,Maintenance Staff,Landscaped Gardens","Club House,Gymnasium,Sports Facility",1300,2,3,3 BHK Apartment ,4,Wanowrie,Resale,Freehold,11000000,8461,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Swimming Pool,Jogging Track,Maintenance Staff,Landscaped Gardens","Club House,Gymnasium,Sports Facility",1500,2,3,3 BHK Apartment ,9,Wanowrie,New,Freehold,8000000,5333,Ready to move
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",560,2,1,1 BHK Apartment ,2,Hadapsar,Resale,Co-Operative Society,2750000,4910,Semi-Furnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,2050,2,3,3 BHK Apartment ,5,Hadapsar,Resale,Co-Operative Society,18000000,8780,Unfurnished
14,"Car Parking,Children's play area,Landscaped Gardens","Lift Available,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track",570,1,1,1 BHK Apartment ,2,Hadapsar,Resale,Co-Operative Society,2400000,4210,Unfurnished
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,Hospital,ATM","Sports Facility,AC,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED",851,2,2,2 BHK Apartment ,5,Hadapsar,New,Co-Operative Society,6500000,7638,Ready to move
1,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Golf Course,Cafeteria,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM,Wifi","AC,Wardrobe,TV,Refrigerator,Sofa,Dining Table,Gas connection,BED",1001,2,2,2 BHK Apartment ,3,Hadapsar,New,Co-Operative Society,8000000,7992,Ready to move
21,"24 X 7 Security,Jogging Track","Lift Available,Power Backup,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",515,2,1,1 BHK Apartment ,1,Aundh,Resale,Co-Operative Society,6000000,11650,Unfurnished
6,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Maintenance Staff,Multipurpose Room,Landscaped Gardens,ATM",Jogging Track,950,1,2,2 BHK Apartment ,2,Hadapsar,Resale,Co-Operative Society,7000000,7368,Unfurnished
9,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Children's play area,Sports Facility,Landscaped Gardens",600,1,2,1 BHK Villa ,9,Bavdhan,Resale,Co-Operative Society,4000000,6666,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Swimming Pool,Sports Facility",955,2,2,2 BHK Apartment ,3,Wagholi,New,Freehold,4200000,4397,Ready to move
4,"Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Multipurpose Room,Landscaped Gardens","Lift Available,Sports Facility",2470,2,3,3 BHK Villa ,1,Wagholi,Resale,Freehold,9400000,3805,Unfurnished
2,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Intercom,Rain Water Harvesting","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens",575,2,1,1 BHK Apartment ,9,Wanowrie,Resale,Freehold,3700000,6434,Furnished
12,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Jogging Track,Intercom,Rain Water Harvesting,Landscaped Gardens,Wardrobe,TV,Refrigerator,Washing Machine,Gas connection,BED","Club House,Gymnasium,Swimming Pool,Sports Facility,AC,Sofa,Wifi,Dining Table",500,2,1,1 BHK Apartment ,3,Viman Nagar,Resale,Power of Attorney,3900000,7800,Furnished
1,"Power Backup,24 X 7 Security,Children's play area,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Landscaped Gardens","Lift Available,Club House,Sports Facility",634,1,1,1 BHK Apartment ,8,Wagholi,Resale,Freehold,3100000,4889,Unfurnished
4,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens",900,2,2,2 BHK Apartment ,3,Wagholi,Resale,Freehold,3900000,4333,Unfurnished
5,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Maintenance Staff,Cafeteria,Rain Water Harvesting,Wardrobe,TV,Refrigerator,Sofa,Washing Machine,Dining Table,Gas connection,BED","Landscaped Gardens,AC,Wifi",1050,2,2,2 BHK Apartment ,6,Wakad,Resale,Co-Operative Society,5800000,5523,Furnished
